,Crop_Type,Crop,N,P,K,pH,rainfall,temperature,Area_in_hectares,Production_in_tons,target 
348,kharif,maize,80,40,20,5.6,1543.76,27.33333333,500,268,0.536
349,rabi,rapeseed,50,40,20,5.14,127.68,20.8,12911,11349,0.879017892
350,rabi,wheat,60,30,30,6.7,127.68,20.8,887,1040,1.172491545
351,summer,rice,80,40,40,5.5,497.88,25.03333333,314,376,1.197452229
352,whole year,arecanut,100,40,140,6.06,2169.32,23.73636364,3378,2615,0.774126702
353,whole year,onion,120,60,65,6.12,2169.32,23.73636364,33,51,1.545454545
354,whole year,potato,180,60,90,5.14,2169.32,23.73636364,2347,13028,5.550916063
355,whole year,sesamum,30,15,30,6.58,2169.32,23.73636364,288,157,0.545138889
356,whole year,sweetpotato,90,20,120,5.04,2169.32,23.73636364,108,237,2.194444444
357,whole year,tapioca,50,50,50,5.66,2169.32,23.73636364,14,56,4
358,whole year,turmeric,25,60,100,5.08,2169.32,23.73636364,395,225,0.569620253
359,rabi,rice,80,40,40,5.52,127.68,20.8,77456,88908,1.147851684
360,kharif,rice,80,40,40,5.32,1543.76,27.33333333,5984,5393,0.901236631
361,kharif,cotton,120,40,20,5.4,1543.76,27.33333333,398,187,0.469849246
362,kharif,jute,80,40,40,5.6,1543.76,27.33333333,150,1433,9.553333333
363,kharif,maize,80,40,20,5.6,1543.76,27.33333333,1299,974,0.749807544
364,rabi,rapeseed,50,40,20,4.82,127.68,20.8,2100,867,0.412857143
365,rabi,wheat,60,30,30,6.11,127.68,20.8,56,73,1.303571429
366,summer,rice,80,40,40,5.46,497.88,25.03333333,52,62,1.192307692
367,whole year,arecanut,100,40,140,5.9,2169.32,23.73636364,360,264,0.733333333
368,whole year,onion,120,60,65,6.1,2169.32,23.73636364,14,20,1.428571429
369,whole year,potato,180,60,90,4.94,2169.32,23.73636364,220,1964,8.927272727
370,whole year,sesamum,30,15,30,6.48,2169.32,23.73636364,512,256,0.5
371,whole year,sweetpotato,90,20,120,4.96,2169.32,23.73636364,40,196,4.9
372,whole year,tapioca,50,50,50,5.44,2169.32,23.73636364,65,325,5
373,whole year,turmeric,25,60,100,5.02,2169.32,23.73636364,211,108,0.511848341
374,rabi,rice,80,40,40,5.46,127.68,20.8,8117,10606,1.306640384
375,kharif,rice,80,40,40,5.62,1543.76,27.33333333,22550,17189,0.762261641
376,kharif,cotton,120,40,20,5.62,1543.76,27.33333333,12,4,0.333333333
377,kharif,jute,80,40,40,5.68,1543.76,27.33333333,4000,36489,9.12225
378,kharif,maize,80,40,20,5.46,1543.76,27.33333333,231,134,0.58008658
379,rabi,rapeseed,50,40,20,5.1,127.68,20.8,3710,2278,0.614016173
380,rabi,wheat,60,30,30,6.5,127.68,20.8,4720,7722,1.636016949
381,summer,rice,80,40,40,5.34,497.88,25.03333333,7416,9225,1.243932039
382,whole year,arecanut,100,40,140,6.08,2169.32,23.73636364,2296,1666,0.725609756
383,whole year,onion,120,60,65,6,2169.32,23.73636364,350,691,1.974285714
384,whole year,potato,180,60,90,5.18,2169.32,23.73636364,955,6936,7.262827225
385,whole year,sesamum,30,15,30,6.62,2169.32,23.73636364,595,225,0.378151261
386,whole year,sweetpotato,90,20,120,4.88,2169.32,23.73636364,422,1379,3.267772512
387,whole year,tapioca,50,50,50,5.6,2169.32,23.73636364,155,744,4.8
388,whole year,turmeric,25,60,100,5.04,2169.32,23.73636364,272,135,0.496323529
389,rabi,rice,80,40,40,5.58,127.68,20.8,41750,32789,0.785365269
390,kharif,rice,80,40,40,5.36,1543.76,27.33333333,4427,3110,0.702507341
391,kharif,cotton,120,40,20,5.48,1543.76,27.33333333,10,4,0.4
392,kharif,jute,80,40,40,5.66,1543.76,27.33333333,919,9629,10.47769314
393,kharif,maize,80,40,20,5.54,1543.76,27.33333333,246,133,0.540650407
394,rabi,rapeseed,50,40,20,5.18,127.68,20.8,8752,5848,0.668190128
395,rabi,wheat,60,30,30,6.6,127.68,20.8,759,687,0.90513834
396,summer,rice,80,40,40,5.38,497.88,25.03333333,103,89,0.86407767
397,whole year,arecanut,100,40,140,6.02,2169.32,23.73636364,4731,2787,0.589093215
398,whole year,onion,120,60,65,6,2169.32,23.73636364,163,518,3.17791411
399,whole year,potato,180,60,90,5.1,2169.32,23.73636364,1496,10059,6.723930481
400,whole year,sesamum,30,15,30,6.68,2169.32,23.73636364,186,94,0.505376344
401,whole year,sweetpotato,90,20,120,5.1,2169.32,23.73636364,101,253,2.504950495
402,whole year,tapioca,50,50,50,5.52,2169.32,23.73636364,5,20,4
403,whole year,turmeric,25,60,100,5.08,2169.32,23.73636364,247,75,0.303643725
404,rabi,rice,80,40,40,5.32,127.68,20.8,77675,100960,1.299774702
405,kharif,rice,80,40,40,5.68,1543.76,27.33333333,6500,8907,1.370307692
406,kharif,cotton,120,40,20,5.68,1543.76,27.33333333,60,23,0.383333333
407,kharif,jute,80,40,40,5.34,1543.76,27.33333333,35,334,9.542857143
408,kharif,maize,80,40,20,5.38,1543.76,27.33333333,12,5,0.416666667
409,rabi,rapeseed,50,40,20,4.9,127.68,20.8,1175,710,0.604255319
410,summer,rice,80,40,40,5.52,497.88,25.03333333,750,866,1.154666667
411,whole year,arecanut,100,40,140,5.9,2169.32,23.73636364,2400,2164,0.901666667
412,whole year,onion,120,60,65,6.18,2169.32,23.73636364,51,97,1.901960784
413,whole year,potato,180,60,90,5.06,2169.32,23.73636364,1250,3519,2.8152
414,whole year,sesamum,30,15,30,6.68,2169.32,23.73636364,50,20,0.4
415,whole year,sweetpotato,90,20,120,4.96,2169.32,23.73636364,80,311,3.8875
416,whole year,tapioca,50,50,50,5.52,2169.32,23.73636364,5,22,4.4
417,whole year,turmeric,25,60,100,5.18,2169.32,23.73636364,115,58,0.504347826
418,rabi,rice,80,40,40,5.6,127.68,20.8,35500,35504,1.000112676
419,kharif,rice,80,40,40,5.62,1543.76,27.33333333,5370,4670,0.869646182
420,kharif,cotton,120,40,20,5.32,1543.76,27.33333333,3,1,0.333333333
421,kharif,jute,80,40,40,5.66,1543.76,27.33333333,125,1195,9.56
422,kharif,maize,80,40,20,5.62,1543.76,27.33333333,52,27,0.519230769
423,rabi,rapeseed,50,40,20,5.04,127.68,20.8,9950,6313,0.634472362
424,rabi,wheat,60,30,30,6.12,127.68,20.8,2100,2540,1.20952381
425,summer,rice,80,40,40,5.44,497.88,25.03333333,9560,11452,1.19790795
426,whole year,arecanut,100,40,140,6.02,2169.32,23.73636364,2700,3135,1.161111111
427,whole year,onion,120,60,65,6.08,2169.32,23.73636364,140,308,2.2
428,whole year,potato,180,60,90,5.04,2169.32,23.73636364,2950,16651,5.64440678
429,whole year,sesamum,30,15,30,6.5,2169.32,23.73636364,125,56,0.448
430,whole year,sweetpotato,90,20,120,4.94,2169.32,23.73636364,60,174,2.9
431,whole year,tapioca,50,50,50,5.32,2169.32,23.73636364,5,25,5
432,whole year,turmeric,25,60,100,4.86,2169.32,23.73636364,260,164,0.630769231
433,rabi,rice,80,40,40,5.52,127.68,20.8,84250,85639,1.016486647
434,kharif,rice,80,40,40,5.46,1543.76,27.33333333,52303,38310,0.732462765
435,kharif,cotton,120,40,20,5.56,1543.76,27.33333333,100,48,0.48
436,kharif,jute,80,40,40,5.66,1543.76,27.33333333,6445,48996,7.602172227
437,kharif,maize,80,40,20,5.62,1543.76,27.33333333,400,248,0.62
438,rabi,rapeseed,50,40,20,5,127.68,20.8,14704,7479,0.508637106
439,rabi,wheat,60,30,30,6.12,127.68,20.8,6442,7614,1.181931077
440,summer,rice,80,40,40,5.34,497.88,25.03333333,20849,27883,1.337378292
441,whole year,arecanut,100,40,140,6.14,2169.32,23.73636364,5611,3395,0.605061486
442,whole year,onion,120,60,65,6.16,2169.32,23.73636364,528,1454,2.753787879
443,whole year,potato,180,60,90,4.84,2169.32,23.73636364,8059,84763,10.51780618
444,whole year,sesamum,30,15,30,6.32,2169.32,23.73636364,1674,687,0.410394265
445,whole year,sweetpotato,90,20,120,5.1,2169.32,23.73636364,806,2009,2.492555831
446,whole year,tapioca,50,50,50,5.44,2169.32,23.73636364,237,853,3.599156118
447,whole year,turmeric,25,60,100,5.14,2169.32,23.73636364,913,793,0.86856517
448,rabi,rice,80,40,40,5.32,127.68,20.8,104645,108106,1.033073725
449,kharif,rice,80,40,40,5.6,1543.76,27.33333333,10354,7833,0.75651922
450,kharif,cotton,120,40,20,5.6,1543.76,27.33333333,694,336,0.484149856
451,kharif,jute,80,40,40,5.32,1543.76,27.33333333,2093,28710,13.71715241
452,kharif,maize,80,40,20,5.44,1543.76,27.33333333,10585,9222,0.871232877
453,rabi,rapeseed,50,40,20,4.94,127.68,20.8,16975,8939,0.526597938
454,rabi,wheat,60,30,30,6.12,127.68,20.8,1797,2706,1.505843072
455,summer,rice,80,40,40,5.44,497.88,25.03333333,160,192,1.2
456,whole year,arecanut,100,40,140,6.18,2169.32,23.73636364,1213,988,0.814509481
457,whole year,onion,120,60,65,5.98,2169.32,23.73636364,192,398,2.072916667
458,whole year,potato,180,60,90,4.96,2169.32,23.73636364,836,7463,8.927033493
459,whole year,sesamum,30,15,30,6.32,2169.32,23.73636364,2313,1413,0.610894942
460,whole year,sweetpotato,90,20,120,4.84,2169.32,23.73636364,236,786,3.330508475
461,whole year,tapioca,50,50,50,5.62,2169.32,23.73636364,279,1480,5.304659498
462,whole year,turmeric,25,60,100,5.12,2169.32,23.73636364,361,263,0.728531856
463,rabi,rice,80,40,40,5.6,127.68,20.8,110191,110704,1.004655553
464,kharif,rice,80,40,40,5.64,1543.76,27.33333333,7332,8936,1.218767049
465,kharif,cotton,120,40,20,5.52,1543.76,27.33333333,36,15,0.416666667
466,kharif,jute,80,40,40,5.58,1543.76,27.33333333,64,612,9.5625
467,kharif,maize,80,40,20,5.36,1543.76,27.33333333,5,3,0.6
468,rabi,rapeseed,50,40,20,5.1,127.68,20.8,652,361,0.553680982
469,summer,rice,80,40,40,5.32,497.88,25.03333333,4552,2983,0.655316344
470,whole year,arecanut,100,40,140,5.86,2169.32,23.73636364,2035,1330,0.653562654
471,whole year,onion,120,60,65,5.84,2169.32,23.73636364,36,111,3.083333333
472,whole year,potato,180,60,90,5.1,2169.32,23.73636364,2000,9308,4.654
473,whole year,sesamum,30,15,30,6.5,2169.32,23.73636364,42,19,0.452380952
474,whole year,sweetpotato,90,20,120,4.9,2169.32,23.73636364,66,251,3.803030303
475,whole year,tapioca,50,50,50,5.52,2169.32,23.73636364,7,30,4.285714286
476,whole year,turmeric,25,60,100,5.02,2169.32,23.73636364,120,55,0.458333333
477,rabi,rice,80,40,40,5.5,127.68,20.8,61520,71060,1.155071521
478,kharif,rice,80,40,40,5.5,1543.76,27.33333333,31005,16292,0.525463635
479,kharif,jute,80,40,40,5.48,1543.76,27.33333333,5225,52072,9.965933014
480,kharif,maize,80,40,20,5.46,1543.76,27.33333333,770,400,0.519480519
481,rabi,rapeseed,50,40,20,4.96,127.68,20.8,18910,11361,0.600793231
482,rabi,wheat,60,30,30,6.6,127.68,20.8,1545,2234,1.445954693
483,summer,rice,80,40,40,5.34,497.88,25.03333333,3730,3120,0.836461126
484,whole year,arecanut,100,40,140,5.86,2169.32,23.73636364,1345,2344,1.742750929
485,whole year,onion,120,60,65,5.94,2169.32,23.73636364,290,812,2.8
486,whole year,potato,180,60,90,5.02,2169.32,23.73636364,2455,24623,10.02973523
487,whole year,sesamum,30,15,30,6.54,2169.32,23.73636364,595,351,0.589915966
488,whole year,sweetpotato,90,20,120,4.88,2169.32,23.73636364,395,1478,3.741772152
489,whole year,tapioca,50,50,50,5.58,2169.32,23.73636364,585,2799,4.784615385
490,whole year,turmeric,25,60,100,4.82,2169.32,23.73636364,375,293,0.781333333
491,rabi,rice,80,40,40,5.62,127.68,20.8,57430,44832,0.780637298
492,kharif,rice,80,40,40,5.52,1543.76,27.33333333,18325,11793,0.643547067
493,kharif,cotton,120,40,20,5.64,1543.76,27.33333333,45,19,0.422222222
494,kharif,jute,80,40,40,5.42,1543.76,27.33333333,625,8455,13.528
495,kharif,maize,80,40,20,5.56,1543.76,27.33333333,258,154,0.596899225
496,rabi,rapeseed,50,40,20,5.04,127.68,20.8,19630,6914,0.352215996
497,rabi,wheat,60,30,30,6.3,127.68,20.8,880,751,0.853409091
498,summer,rice,80,40,40,5.4,497.88,25.03333333,3820,2121,0.555235602
499,whole year,arecanut,100,40,140,6.02,2169.32,23.73636364,2235,1337,0.598210291
500,whole year,onion,120,60,65,6.12,2169.32,23.73636364,188,504,2.680851064
501,whole year,potato,180,60,90,4.98,2169.32,23.73636364,3791,21485,5.667370087
502,whole year,sesamum,30,15,30,6.44,2169.32,23.73636364,344,132,0.38372093
503,whole year,sweetpotato,90,20,120,5.02,2169.32,23.73636364,351,1088,3.0997151
504,whole year,tapioca,50,50,50,5.5,2169.32,23.73636364,25,106,4.24
505,whole year,turmeric,25,60,100,5,2169.32,23.73636364,485,315,0.649484536
506,rabi,rice,80,40,40,5.62,127.68,20.8,85239,74456,0.873496873
507,kharif,rice,80,40,40,5.68,1543.76,27.33333333,27010,14050,0.520177712
508,kharif,cotton,120,40,20,5.4,1543.76,27.33333333,16,6,0.375
509,kharif,jute,80,40,40,5.44,1543.76,27.33333333,6660,66045,9.916666667
510,kharif,maize,80,40,20,5.62,1543.76,27.33333333,79,32,0.405063291
511,rabi,rapeseed,50,40,20,4.92,127.68,20.8,12250,4312,0.352
512,rabi,wheat,60,30,30,6.4,127.68,20.8,8000,12288,1.536
513,summer,rice,80,40,40,5.42,497.88,25.03333333,32500,48230,1.484
514,whole year,arecanut,100,40,140,6.12,2169.32,23.73636364,1403,821,0.585174626
515,whole year,onion,120,60,65,5.84,2169.32,23.73636364,550,1540,2.8
516,whole year,potato,180,60,90,4.86,2169.32,23.73636364,1100,7000,6.363636364
517,whole year,sesamum,30,15,30,6.36,2169.32,23.73636364,920,460,0.5
518,whole year,sweetpotato,90,20,120,5.08,2169.32,23.73636364,300,900,3
519,whole year,tapioca,50,50,50,5.48,2169.32,23.73636364,10,50,5
520,whole year,turmeric,25,60,100,5.08,2169.32,23.73636364,350,280,0.8
521,rabi,rice,80,40,40,5.64,127.68,20.8,38500,30515,0.792597403
522,kharif,rice,80,40,40,5.32,1543.76,27.33333333,57555,54868,0.953314221
523,kharif,cotton,120,40,20,5.52,1543.76,27.33333333,78,31,0.397435897
524,kharif,jute,80,40,40,5.58,1543.76,27.33333333,15530,206793,13.31571153
525,kharif,maize,80,40,20,5.36,1543.76,27.33333333,481,321,0.667359667
526,rabi,rapeseed,50,40,20,4.96,127.68,20.8,22838,14837,0.649662843
527,rabi,wheat,60,30,30,6.9,127.68,20.8,5764,5661,0.982130465
528,summer,rice,80,40,40,5.52,497.88,25.03333333,28013,43668,1.558847678
529,whole year,arecanut,100,40,140,6,2169.32,23.73636364,5979,4768,0.797457769
530,whole year,onion,120,60,65,6.12,2169.32,23.73636364,1032,2168,2.100775194
531,whole year,potato,180,60,90,4.9,2169.32,23.73636364,5943,70299,11.82887431
532,whole year,sesamum,30,15,30,6.6,2169.32,23.73636364,906,394,0.434878587
533,whole year,sweetpotato,90,20,120,5.18,2169.32,23.73636364,470,1500,3.191489362
534,whole year,tapioca,50,50,50,5.64,2169.32,23.73636364,18,62,3.444444444
535,whole year,turmeric,25,60,100,5.1,2169.32,23.73636364,1251,803,0.641886491
536,rabi,rice,80,40,40,5.54,127.68,20.8,142724,136887,0.959102884
537,kharif,rice,80,40,40,5.68,1543.76,27.33333333,41500,24528,0.591036145
538,kharif,cotton,120,40,20,5.64,1543.76,27.33333333,18,8,0.444444444
539,kharif,jute,80,40,40,5.6,1543.76,27.33333333,1890,21273,11.25555556
540,kharif,maize,80,40,20,5.62,1543.76,27.33333333,350,263,0.751428571
541,rabi,rapeseed,50,40,20,4.86,127.68,20.8,11500,7970,0.693043478
542,rabi,wheat,60,30,30,6.3,127.68,20.8,4000,6392,1.598
543,summer,rice,80,40,40,5.46,497.88,25.03333333,1280,1009,0.78828125
544,whole year,arecanut,100,40,140,6.18,2169.32,23.73636364,3980,3795,0.953517588
545,whole year,onion,120,60,65,6.12,2169.32,23.73636364,300,300,1
546,whole year,potato,180,60,90,5.12,2169.32,23.73636364,3800,36237,9.536052632
547,whole year,sesamum,30,15,30,6.52,2169.32,23.73636364,700,365,0.521428571
548,whole year,sweetpotato,90,20,120,4.92,2169.32,23.73636364,200,1126,5.63
549,whole year,tapioca,50,50,50,5.4,2169.32,23.73636364,315,2221,7.050793651
550,whole year,turmeric,25,60,100,4.84,2169.32,23.73636364,600,560,0.933333333
551,rabi,rice,80,40,40,5.66,127.68,20.8,105000,88738,0.84512381
552,kharif,rice,80,40,40,5.64,1543.76,27.33333333,2512,2408,0.958598726
553,kharif,cotton,120,40,20,5.32,1543.76,27.33333333,9,4,0.444444444
554,kharif,jute,80,40,40,5.32,1543.76,27.33333333,61,582,9.540983607
555,kharif,maize,80,40,20,5.34,1543.76,27.33333333,55,37,0.672727273
556,rabi,rapeseed,50,40,20,4.84,127.68,20.8,2107,1188,0.563834836
557,rabi,wheat,60,30,30,6.9,127.68,20.8,251,326,1.298804781
558,summer,rice,80,40,40,5.68,497.88,25.03333333,10,12,1.2
559,whole year,arecanut,100,40,140,5.94,2169.32,23.73636364,5930,6372,1.074536256
560,whole year,onion,120,60,65,6.04,2169.32,23.73636364,83,201,2.421686747
561,whole year,potato,180,60,90,4.82,2169.32,23.73636364,1279,9683,7.570758405
562,whole year,sesamum,30,15,30,6.38,2169.32,23.73636364,61,20,0.327868852
563,whole year,sweetpotato,90,20,120,4.9,2169.32,23.73636364,110,415,3.772727273
564,whole year,tapioca,50,50,50,5.54,2169.32,23.73636364,12,47,3.916666667
565,whole year,turmeric,25,60,100,5.16,2169.32,23.73636364,225,207,0.92
566,rabi,rice,80,40,40,5.46,127.68,20.8,102181,103028,1.008289212
567,kharif,rice,80,40,40,5.36,1543.76,27.33333333,31431,20768,0.660748942
568,kharif,cotton,120,40,20,5.48,1543.76,27.33333333,31,14,0.451612903
569,kharif,jute,80,40,40,5.52,1543.76,27.33333333,2925,27421,9.374700855
570,kharif,maize,80,40,20,5.56,1543.76,27.33333333,760,442,0.581578947
571,rabi,rapeseed,50,40,20,5.12,127.68,20.8,19810,10992,0.554871277
572,rabi,wheat,60,30,30,6.6,127.68,20.8,3325,3468,1.043007519
573,summer,rice,80,40,40,5.32,497.88,25.03333333,6000,4698,0.783
574,whole year,arecanut,100,40,140,6.04,2169.32,23.73636364,4151,4070,0.98048663
575,whole year,onion,120,60,65,5.9,2169.32,23.73636364,320,1103,3.446875
576,whole year,potato,180,60,90,5,2169.32,23.73636364,5980,48746,8.151505017
577,whole year,sesamum,30,15,30,6.34,2169.32,23.73636364,868,548,0.631336406
578,whole year,sweetpotato,90,20,120,5.1,2169.32,23.73636364,435,1497,3.44137931
579,whole year,tapioca,50,50,50,5.34,2169.32,23.73636364,75,347,4.626666667
580,whole year,turmeric,25,60,100,5.14,2169.32,23.73636364,452,330,0.730088496
581,rabi,rice,80,40,40,5.68,127.68,20.8,115686,129041,1.115441799
582,kharif,rice,80,40,40,5.38,1543.76,27.33333333,7790,7740,0.993581515
583,kharif,jute,80,40,40,5.6,1543.76,27.33333333,17,162,9.529411765
584,kharif,maize,80,40,20,5.48,1543.76,27.33333333,1057,634,0.599810785
585,rabi,rapeseed,50,40,20,4.84,127.68,20.8,9037,3121,0.345357973
586,rabi,wheat,60,30,30,6.8,127.68,20.8,630,819,1.3
587,summer,rice,80,40,40,5.36,497.88,25.03333333,72,86,1.194444444
588,whole year,arecanut,100,40,140,6.02,2169.32,23.73636364,2082,1473,0.707492795
589,whole year,onion,120,60,65,6.16,2169.32,23.73636364,60,120,2
590,whole year,potato,180,60,90,4.84,2169.32,23.73636364,2337,12184,5.213521609
591,whole year,sesamum,30,15,30,6.52,2169.32,23.73636364,76,32,0.421052632
592,whole year,sweetpotato,90,20,120,5.06,2169.32,23.73636364,218,728,3.339449541
593,whole year,tapioca,50,50,50,5.38,2169.32,23.73636364,29,116,4
594,whole year,turmeric,25,60,100,5.02,2169.32,23.73636364,387,212,0.547803618
595,rabi,rice,80,40,40,5.64,127.68,20.8,55494,42946,0.773885465
596,kharif,rice,80,40,40,5.46,840.46,33.58333333,17876,21397,1.196968002
597,kharif,jute,80,40,40,5.56,840.46,33.58333333,39159,493403,12.59998979
598,kharif,maize,80,40,20,5.34,840.46,33.58333333,3919,8691,2.217657566
599,kharif,sesamum,30,15,30,6.34,840.46,33.58333333,4,2,0.5
600,rabi,barley,70,40,45,5.64,87.2,23.106,84,87,1.035714286
601,rabi,maize,80,40,20,5.4,87.2,23.106,3250,7543,2.320923077
602,rabi,rapeseed,50,40,20,4.88,87.2,23.106,3060,2084,0.681045752
603,rabi,sunflower,50,60,30,5.36,87.2,23.106,62,35,0.564516129
604,rabi,wheat,60,30,30,6.11,87.2,23.106,41719,70134,1.681104533
605,summer,maize,80,40,20,5.38,98.98,34.92333333,6134,18485,3.013531138
606,summer,rice,80,40,40,5.44,98.98,34.92333333,8479,13993,1.650312537
607,whole year,banana,100,75,50,6.64,1026.64,29.18636364,386,11611,30.08031088
608,whole year,coriander,10,20,20,6.38,1026.64,29.18636364,119,58,0.487394958
609,whole year,garlic,50,10,60,5.52,1026.64,29.18636364,350,467,1.334285714
610,whole year,onion,120,60,65,6.12,1026.64,29.18636364,343,1955,5.699708455
611,whole year,potato,180,60,90,4.9,1026.64,29.18636364,3964,27739,6.997729566
612,whole year,ragi,50,40,20,5.58,1026.64,29.18636364,1546,1333,0.862225097
613,whole year,sweetpotato,90,20,120,5.06,1026.64,29.18636364,743,7344,9.884253028
614,whole year,turmeric,25,60,100,5.04,1026.64,29.18636364,101,204,2.01980198
615,rabi,rice,80,40,40,5.36,87.2,23.106,93975,121063,1.288246874
616,kharif,maize,80,40,20,5.32,840.46,33.58333333,222,274,1.234234234
617,kharif,sesamum,30,15,30,6.42,840.46,33.58333333,35,21,0.6
618,rabi,barley,70,40,45,5.36,87.2,23.106,2004,1400,0.698602794
619,rabi,maize,80,40,20,5.46,87.2,23.106,6,18,3
620,rabi,rapeseed,50,40,20,4.92,87.2,23.106,1213,536,0.441879637
621,rabi,sunflower,50,60,30,5.68,87.2,23.106,4,4,1
622,rabi,wheat,60,30,30,6.11,87.2,23.106,35874,63942,1.782405084
623,summer,maize,80,40,20,5.52,98.98,34.92333333,25,47,1.88
624,summer,rice,80,40,40,5.52,98.98,34.92333333,10,19,1.9
625,whole year,coriander,10,20,20,6.5,1026.64,29.18636364,20,10,0.5
626,whole year,onion,120,60,65,6.02,1026.64,29.18636364,256,1956,7.640625
627,whole year,potato,180,60,90,5,1026.64,29.18636364,1554,13567,8.73037323
628,whole year,ragi,50,40,20,5.4,1026.64,29.18636364,21,18,0.857142857
629,whole year,sweetpotato,90,20,120,4.92,1026.64,29.18636364,26,343,13.19230769
630,whole year,turmeric,25,60,100,4.98,1026.64,29.18636364,15,18,1.2
631,rabi,rice,80,40,40,5.58,87.2,23.106,185191,382670,2.066353117
632,kharif,rice,80,40,40,5.42,840.46,33.58333333,38,59,1.552631579
633,kharif,maize,80,40,20,5.5,840.46,33.58333333,9135,6725,0.736179529
634,kharif,sesamum,30,15,30,6.54,840.46,33.58333333,26,16,0.615384615
635,rabi,barley,70,40,45,5.54,87.2,23.106,1974,1913,0.969098278
636,rabi,maize,80,40,20,5.46,87.2,23.106,1362,3295,2.419236417
637,rabi,rapeseed,50,40,20,5.16,87.2,23.106,848,684,0.806603774
638,rabi,sunflower,50,60,30,5.36,87.2,23.106,1,1,1
639,rabi,wheat,60,30,30,6.4,87.2,23.106,24063,36121,1.501101276
640,summer,maize,80,40,20,5.5,98.98,34.92333333,1475,3060,2.074576271
641,summer,rice,80,40,40,5.66,98.98,34.92333333,480,808,1.683333333
642,whole year,garlic,50,10,60,5.56,1026.64,29.18636364,2,3,1.5
643,whole year,onion,120,60,65,5.98,1026.64,29.18636364,111,847,7.630630631
644,whole year,potato,180,60,90,5.06,1026.64,29.18636364,1501,11656,7.765489674
645,whole year,ragi,50,40,20,5.4,1026.64,29.18636364,112,98,0.875
